"treatment_id","tau2_basedeltaNU","tau2_basegammaNU","tau2_baseetaNU","tau2_baserhoNU","tau2_basesigmaNU","tau2_deltaNU","tau2_gammaNU","tau2_etaNU","tau2_nuNU","tau2_rhoNU","tau2_sigmaNU","I2_basedeltaNU","I2_basegammaNU","I2_baseetaNU","I2_baserhoNU","I2_basesigmaNU","I2_deltaNU","I2_gammaNU","I2_etaNU","I2_nuNU","I2_rhoNU","I2_sigmaNU"
"Average (RE)",NA,16.7756185367272,272.910233266951,0.138199597366058,12.8909465577493,NA,14.1750723011536,483.10793664728,76.5726788062584,0.217530626666001,9.11092547336672,NA,87.3785325866933,89.7146199268502,89.5459463702277,99.7203955455081,NA,65.8228554723025,88.4357996013196,47.6670984148256,74.3809926011872,99.4833869211186
