"treatment_id","tau2_deltaS","tau2_deltaN","tau2_gammaN","tau2_rhoDA","tau2_sigmaDA","tau2_rhoFU","tau2_sigmaFU","tau2_gammaFU","I2_deltaS","I2_deltaN","I2_gammaN","I2_rhoDA","I2_sigmaDA","I2_rhoFU","I2_sigmaFU","I2_gammaFU"
"Average (RE)",0.00742489113852441,0.0906970282908748,1.15942295296216,0.00295021252717557,11.7201013233697,0.0742227117225379,7.28046465534767,9.93468076166742,92.9534691519475,81.1288877560066,63.179847522576,80.6488826410917,99.9188659162047,86.4106146520242,99.8572081869033,88.9189423229651
