"PaperID","TreatmentCode","n_Paper","TreatmentName_paper","Year","Outlet","Published","FirstTask","between_vs_within","Game_type","Standard_game","Group_size","One_Shot_Repeated","Choice_Method","Matching","Rounds","Punishment","Rewards","Monetary_Incentivized_experiment","Environment","Method_elicitation","Separate_sample_beliefs","Belief_repeated","Before_after_main_decisions","KW_Normative","KW_Personal","Bicchieri_Empirical","Bicchieri_Normative","Bicchieri_Personal_Beliefs","Bicchieri_between","Incentives_beliefs","StatusTreatment_Roma","Avg_coop","Var_coop","Avg_NE","Var_NE","Avg_KW_m","Sd_Avg_NE","Sd_Avg_NE_min_max","specificity_plus","specificity_min","max_sigma","Avg_EE","Avg_PNB","Var_EE","Var_PNB"
"2021Kon127","10",127,"S2_NoConflit",2021,"WP","Working Paper",NA,NA,"DG","no check","2",NA,"OnlyNorms",NA,NA,NA,NA,NA,NA,"KW","N","N",NA,"Y",NA,NA,NA,NA,NA,"Y","6-Complete",NA,NA,0.5,0.178944865074743,0.546078431372549,0.158696555833407,0.424509803921569,0.328867102396514,0,1.00493830163797,NA,NA,NA,NA
"2021Kon127","9",127,"S2_Never",2021,"WP","Working Paper",NA,NA,"DG","no check","2",NA,"OnlyNorms",NA,NA,NA,NA,NA,NA,"KW","N","N",NA,"Y",NA,NA,NA,NA,NA,"Y","6-Complete",NA,NA,0.5,0.199912430991814,0.533980582524272,0.168857710565836,0.522330097087379,0.348759439050701,0,1.0048426433348,NA,NA,NA,NA
"2021Kon127","8",127,"S2_Always",2021,"WP","Working Paper",NA,NA,"DG","no check","2",NA,"OnlyNorms",NA,NA,NA,NA,NA,NA,"KW","N","N",NA,"Y",NA,NA,NA,NA,NA,"Y","6-Complete",NA,NA,0.5,0.17707326007326,0.558095238095238,0.133537259019666,0.521904761904762,0.303809523809524,0,1.00475062056403,NA,NA,NA,NA
"2021Kon127","7",127,"S2_baseline",2021,"WP","Working Paper",NA,NA,"DG","no check","2",NA,"OnlyNorms",NA,NA,NA,NA,NA,NA,"KW","N","N",NA,"Y",NA,NA,NA,NA,NA,"Y","6-Complete",NA,NA,0.5,0.180510184656387,0.542718446601942,0.173090363298934,0.535922330097087,0.363214670981661,0,1.0048426433348,NA,NA,NA,NA
"2021Kon127","4",127,"S1_NoConflit",2021,"WP","Working Paper",NA,NA,"DG","no check","2",NA,"OnlyNorms",NA,NA,NA,NA,NA,NA,"KW","N","N",NA,"Y",NA,NA,NA,NA,NA,"Y","6-Complete",NA,NA,0.5,0.18412093411176,0.442727272727273,0.0737001050514723,0.240909090909091,0.134818181818182,0,1.00457668294989,NA,NA,NA,NA
"2021Kon127","3",127,"S1_Never",2021,"WP","Working Paper",NA,NA,"DG","no check","2",NA,"OnlyNorms",NA,NA,NA,NA,NA,NA,"KW","N","N",NA,"Y",NA,NA,NA,NA,NA,"Y","6-Complete",NA,NA,0.5,0.255482581382067,0.52621359223301,0.129899930966326,0.493203883495146,0.281650485436893,0,1.0048426433348,NA,NA,NA,NA
"2021Kon127","2",127,"S1_Always",2021,"WP","Working Paper",NA,NA,"DG","no check","2",NA,"OnlyNorms",NA,NA,NA,NA,NA,NA,"KW","N","N",NA,"Y",NA,NA,NA,NA,NA,"Y","6-Complete",NA,NA,0.5,0.256034209134192,0.498130841121495,0.150311058382239,0.478504672897196,0.291692627206646,0,1.00466202993471,NA,NA,NA,NA
"2021Kon127","1",127,"S1_baseline",2021,"WP","Working Paper",NA,NA,"DG","no check","2",NA,"OnlyNorms",NA,NA,NA,NA,NA,NA,"KW","N","N",NA,"Y",NA,NA,NA,NA,NA,"Y","6-Complete",NA,NA,0.5,0.218157243479916,0.542718446601942,0.187883701660066,0.451456310679612,0.301820388349515,0.105825242718447,1.0048426433348,NA,NA,NA,NA
