"subject_id","treatment_id","paper_id","Game_type","scenarios","Design","KW_Normative","KW_Personal","Bicchieri_Empirical","Bicchieri_Normative","Bicchieri_Personal"
"2020Bas115_1c_esaa28","2020Bas115_1c","2020Bas115","UG",4,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_esaa28","2020Bas115_1c","2020Bas115","UG",5,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_esaa28","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_esaa28","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_esaa28","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_esaa28","2020Bas115_1c","2020Bas115","UG",9,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_esaa28","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",0,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",2,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",3,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",5,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",9,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_herr04","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",0,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",2,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",3,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",5,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",9,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hewr16","2020Bas115_1c","2020Bas115","UG",10,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",0,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",1,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",2,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",3,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",4,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",5,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",6,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",7,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",9,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hkmo04","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",0,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",1,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",2,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",3,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",4,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",5,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",9,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hkui11","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",0,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",2,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",3,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",4,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",5,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",7,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",8,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",9,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_hsms10","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",0,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",2,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",3,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",4,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",5,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",9,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iada30","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",0,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",1,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",2,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",3,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",5,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",7,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",8,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",9,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iamo07","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",0,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",2,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",3,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",5,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",6,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",9,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_ibje31","2020Bas115_1c","2020Bas115","UG",10,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",0,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",2,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",3,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",5,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",9,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_icml11","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",0,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",2,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",3,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",5,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",6,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",7,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",9,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_idfa15","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",0,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",1,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",2,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",3,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",4,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",5,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",6,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",8,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",9,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iduh08","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",0,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",2,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",3,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",5,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",9,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_ijpa04","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",0,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",2,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",3,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",5,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",6,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",7,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",8,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",9,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_iktu28","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",0,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",2,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",3,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",5,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",9,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_imko08","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",0,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",1,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",2,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",3,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",4,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",5,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",8,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",9,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_immo26","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",0,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",1,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",2,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",3,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",5,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",7,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",9,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_lbpo06","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",0,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",2,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",3,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",5,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",6,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",7,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",8,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",9,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_lowu09","2020Bas115_1c","2020Bas115","UG",10,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",0,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",2,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",3,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",4,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",5,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",6,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",7,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",8,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",9,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_lpoe28","2020Bas115_1c","2020Bas115","UG",10,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",0,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",1,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",2,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",3,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",4,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",5,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",6,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",7,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",8,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",9,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nebv16","2020Bas115_1c","2020Bas115","UG",10,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",0,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",1,"Within",-1,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",2,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",3,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",4,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",5,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",6,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",7,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",8,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",9,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_nfka07","2020Bas115_1c","2020Bas115","UG",10,"Within",1,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",0,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",1,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",2,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",3,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",4,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",5,"Within",0.6,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",6,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",7,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",8,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",9,"Within",-0.3,NA,NA,NA,NA
"2020Bas115_1c_ngwi08","2020Bas115_1c","2020Bas115","UG",10,"Within",-0.6,NA,NA,NA,NA
"2020Bas115_1c_niro12","2020Bas115_1c","2020Bas115","UG",0,"Within",0.3,NA,NA,NA,NA
"2020Bas115_1c_niro12","2020Bas115_1c","2020Bas115","UG",1,"Within",0.3,NA,NA,NA,NA
