"treatment_id","subject_id","paper_id","female","age","scenarios","KW_Normative","Game_type","KW_Personal","Bicchieri_Empirical","Bicchieri_Normative","Bicchieri_Personal","Design"
"2020Bas115_2c","2020Bas115_2c_ojea25","2020Bas115",0,61,"5",1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ojea25","2020Bas115",0,61,"6",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ojea25","2020Bas115",0,61,"7",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ojea25","2020Bas115",0,61,"8",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ojea25","2020Bas115",0,61,"9",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ojea25","2020Bas115",0,61,"10",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"0",1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"1",1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"2",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"3",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"4",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"5",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"6",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"7",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"8",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"9",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_okpe06","2020Bas115",0,22,"10",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"0",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"1",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"2",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"3",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"4",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"5",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"6",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"7",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"8",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"9",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_omra22","2020Bas115",1,21,"10",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"0",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"1",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"2",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"3",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"4",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"5",1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"6",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"7",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"8",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"9",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_osur07","2020Bas115",0,24,"10",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"0",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"1",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"2",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"3",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"4",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"5",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"6",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"7",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"8",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"9",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_rmmi27","2020Bas115",0,25,"10",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"0",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"1",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"2",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"3",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"4",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"5",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"6",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"7",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"8",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"9",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_sbaf19","2020Bas115",1,21,"10",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"0",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"1",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"2",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"3",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"4",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"5",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"6",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"7",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"8",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"9",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_uari14","2020Bas115",1,26,"10",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"0",1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"1",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"2",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"3",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"4",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"5",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"6",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"7",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"8",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"9",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ubmo02","2020Bas115",1,22,"10",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"0",1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"1",0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"2",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"3",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"4",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"5",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"6",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"7",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"8",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"9",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ueao29","2020Bas115",1,24,"10",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"0",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"1",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"2",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"3",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"4",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"5",1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"6",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"7",-0.6,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"8",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"9",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_ushi13","2020Bas115",1,27,"10",-1,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"0",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"1",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"2",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"3",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"4",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"5",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"6",0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"7",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"8",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"9",-0.3,"UG",NA,NA,NA,NA,"Within"
"2020Bas115_2c","2020Bas115_2c_vasb28","2020Bas115",1,22,"10",0.3,"UG",NA,NA,NA,NA,"Within"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"10",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"9",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"8",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"7",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"6",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"5",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"4",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"3",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"2",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"1",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_202","2019Cha026",0,28,"0",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"10",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"9",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"8",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"7",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"6",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"5",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"4",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"3",-0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"2",-0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"1",-1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_204","2019Cha026",0,33,"0",-1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"10",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"9",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"8",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"7",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"6",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"5",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"4",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"3",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"2",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"1",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_207","2019Cha026",0,30,"0",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"10",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"9",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"8",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"7",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"6",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"5",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"4",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"3",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"2",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"1",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_210","2019Cha026",0,33,"0",-0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"10",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"9",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"8",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"7",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"6",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"5",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"4",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"3",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"2",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"1",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_212","2019Cha026",0,28,"0",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"10",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"9",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"8",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"7",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"6",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"5",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"4",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"3",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"2",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"1",-0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_213","2019Cha026",1,25,"0",-0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"10",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"9",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"8",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"7",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"6",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"5",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"4",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"3",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"2",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"1",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_216","2019Cha026",0,27,"0",-0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"10",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"9",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"8",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"7",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"6",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"5",0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"4",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"3",-0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"2",-0.600000023841858,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"1",-1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_218","2019Cha026",0,24,"0",-1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_220","2019Cha026",1,23,"10",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_220","2019Cha026",1,23,"9",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_220","2019Cha026",1,23,"8",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_220","2019Cha026",1,23,"7",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_220","2019Cha026",1,23,"6",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_220","2019Cha026",1,23,"5",1,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_220","2019Cha026",1,23,"4",0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_220","2019Cha026",1,23,"3",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
"2019Cha026_1","2019Cha026_1_norms_220","2019Cha026",1,23,"2",-0.200000002980232,"DG",NA,NA,NA,NA,"Between"
