"treatment_id","deltaS","alphaA","deltaN","gammaN","rhoBA","sigmaBA","rhoCP","sigmaCP","rhoCO","sigmaCO","rhoDA","sigmaDA","Game_type.x","n_obs.x","se_deltaS","se_alphaA","se_deltaN","se_gammaN","se_rhoBA","se_sigmaBA","se_rhoCP","se_sigmaCP","se_rhoCO","se_sigmaCO","se_rhoDA","se_sigmaDA","Game_type.y","n_obs.y","weight_SE"
"2007Lis165_1a",0.52957823972841,0.235210880131687,1.41495718829746,2.16333788940886,0,0.325914302983862,0.335583726064594,0,0.344655938321689,-0.0456425984841526,0.344655938321689,-0.0456425984841526,"DG",24,0.159318157976541,0.0796590789891124,0.801947603072546,1.45016999850405,0,0.269195000538063,0.129357349839116,0,0.158766973492639,0.40813536807954,0.158766973492639,0.40813536807954,"DG",24,576
"2012Laz164_3",0.304798674841622,0.347600662555824,1.09124805176993,3.19847971330874,0,0.451328783061425,0.443790580616254,0,0.459915774408447,-0.275420806942456,0.459915774408447,-0.275420806942456,"DG",135,0.0298965067818223,0.0149482533928464,0.17000486800914,0.532169745324881,0,0.101631435978829,0.0278518378000836,0,0.0311048693699063,0.252100229981245,0.0311048693699063,0.252100229981245,"DG",135,18225
"2013Kru001_1a",0.296081176581915,0.351959414091365,0.616162143780925,1.5078218560197,0,0.635224180208058,0.431948381571931,0,0.414321447378234,0.15933346110381,0.414321447378234,0.15933346110381,"DG",52,0.0519764598385642,0.0259882295809655,0.189740345113059,0.683089796575425,0,0.0786825490351172,0.0443270367723785,0,0.0490051900848092,0.150072346555359,0.0490051900848092,0.150072346555359,"DG",52,2704
"2016Kim003_7",0.192200820214869,0.40389960020053,0.95234513980175,4.3492496701343,0,-30.2222221641863,0.486261295141065,0,0.503409414508813,-13.8350215368364,0.503409414508815,-13.8350216161744,"DG",67,0.0255419580204063,0.0127709779050751,0.153582223471516,0.761732636860387,0,0,0.026806847810766,0,0.0289027143576434,0.130038319174194,0.0289027143576434,0.130038319174193,"DG",67,4489
"2018Her061_9",0.514650491675848,0.242674795674371,1.86700393687837,4.91461392416939,0,-16.3539724902422,0.282454997322781,0,0.302895025977409,-7.21299827573124,0.30289502597741,-7.2129982761053,"DG",38,0.0942118377987153,0.0471059069693236,0.521884614943358,1.66021033281852,0,0.0821994936526782,0.0646667407083909,0,0.0689509533081616,0.258365144172359,0.0689509533081616,0.258365144172358,"DG",38,1444
"2019Cha026_1",0.174168447203839,0.412915776948506,0.764015092481783,3.95797694056797,0,0.728273297274256,0.545047663740526,0,0.511157445520251,0.216742341345552,0.511157445520251,0.216742341345552,"DG",56,0.0455103074547229,0.0227551536793252,0.263282403487621,1.20083940854196,0,0.0568964314689033,0.0505714419821135,0,0.0568895387265758,0.114242707067321,0.0568895387265758,0.114242707067321,"DG",56,3136
"2020Bas115_2a",0.266715713743281,0.366642173040054,1.17120975327729,3.53569917297632,0,0.460105599248855,0.482122434885055,0,0.501902829806178,-0.327164137782488,0.501902829806178,-0.327164137782488,"DG",127,0.0285159059485802,0.0142579507699268,0.319263995845391,0.927508897451414,0,0.121503051856119,0.0290661726151239,0,0.0332315889199433,0.31702529952732,0.0332315889199433,0.31702529952732,"DG",127,16129
"Average",0.291211267267035,0.354394378828081,1.08136202163924,3.42877187938427,0,-4.90048123751904,0.451887913272692,0,0.459939890625811,-2.52594096824109,0.459939890625811,-2.52594097892217,NA,499,0.0396899072265929,0.0198449520936749,0.268027941164167,0.83569493656293,0,0.10395954226331,0.0358429233718069,0,0.0406629245446232,0.25968186018583,0.0406629245446232,0.25968186018583,NA,499,46703
