"paper_id","treatment_id","subject_id","scenarios","choice","A","endowment","mean_app","sd_app","Game_type","female","age","Design","payoff","other_payoff_ahead","other_payoff_behind","id"
"2007Lis165","2007Lis165_1a","2007Lis165_1a_15",2.5,2,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,7
"2007Lis165","2007Lis165_1a","2007Lis165_1a_13",2.5,1,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,5
"2007Lis165","2007Lis165_1a","2007Lis165_1a_22",2.5,2.5,1,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,15
"2007Lis165","2007Lis165_1a","2007Lis165_1a_16",2.5,2,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,8
"2007Lis165","2007Lis165_1a","2007Lis165_1a_12",2.5,1,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,4
"2007Lis165","2007Lis165_1a","2007Lis165_1a_11",2.5,0.5,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,3
"2007Lis165","2007Lis165_1a","2007Lis165_1a_20",2.5,2.5,1,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,13
"2007Lis165","2007Lis165_1a","2007Lis165_1a_24",2.5,5,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,17
"2007Lis165","2007Lis165_1a","2007Lis165_1a_2",2.5,0,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,12
"2007Lis165","2007Lis165_1a","2007Lis165_1a_5",2.5,0,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,20
"2007Lis165","2007Lis165_1a","2007Lis165_1a_23",2.5,3,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,16
"2007Lis165","2007Lis165_1a","2007Lis165_1a_6",2.5,0,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,21
"2007Lis165","2007Lis165_1a","2007Lis165_1a_21",2.5,2.5,1,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,14
"2007Lis165","2007Lis165_1a","2007Lis165_1a_4",2.5,0,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,19
"2007Lis165","2007Lis165_1a","2007Lis165_1a_17",2.5,2.5,1,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,9
"2007Lis165","2007Lis165_1a","2007Lis165_1a_3",2.5,0,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,18
"2007Lis165","2007Lis165_1a","2007Lis165_1a_7",2.5,0,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,22
"2007Lis165","2007Lis165_1a","2007Lis165_1a_9",2.5,0.5,0,5,0.801428572053001,0.460126077647814,"DG",,,"Between",2.5,0,0,24
"2007Lis165","2007Lis165_1a","2007Lis165_1a_17",3,2.5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,9
"2007Lis165","2007Lis165_1a","2007Lis165_1a_24",3,5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,17
"2007Lis165","2007Lis165_1a","2007Lis165_1a_15",3,2,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,7
"2007Lis165","2007Lis165_1a","2007Lis165_1a_19",3,2.5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,11
"2007Lis165","2007Lis165_1a","2007Lis165_1a_8",3,0.5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,23
"2007Lis165","2007Lis165_1a","2007Lis165_1a_10",3,0.5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,2
"2007Lis165","2007Lis165_1a","2007Lis165_1a_11",3,0.5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,3
"2007Lis165","2007Lis165_1a","2007Lis165_1a_1",3,0,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,1
"2007Lis165","2007Lis165_1a","2007Lis165_1a_21",3,2.5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,14
"2007Lis165","2007Lis165_1a","2007Lis165_1a_16",3,2,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,8
"2007Lis165","2007Lis165_1a","2007Lis165_1a_13",3,1,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,5
"2007Lis165","2007Lis165_1a","2007Lis165_1a_4",3,0,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,19
"2007Lis165","2007Lis165_1a","2007Lis165_1a_2",3,0,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,12
"2007Lis165","2007Lis165_1a","2007Lis165_1a_20",3,2.5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,13
"2007Lis165","2007Lis165_1a","2007Lis165_1a_14",3,1,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,6
"2007Lis165","2007Lis165_1a","2007Lis165_1a_22",3,2.5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,15
"2007Lis165","2007Lis165_1a","2007Lis165_1a_5",3,0,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,20
"2007Lis165","2007Lis165_1a","2007Lis165_1a_9",3,0.5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,24
"2007Lis165","2007Lis165_1a","2007Lis165_1a_3",3,0,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,18
"2007Lis165","2007Lis165_1a","2007Lis165_1a_23",3,3,1,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,16
"2007Lis165","2007Lis165_1a","2007Lis165_1a_12",3,1,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,4
"2007Lis165","2007Lis165_1a","2007Lis165_1a_6",3,0,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,21
"2007Lis165","2007Lis165_1a","2007Lis165_1a_18",3,2.5,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,10
"2007Lis165","2007Lis165_1a","2007Lis165_1a_7",3,0,0,5,0.546904764714695,0.568188786837402,"DG",,,"Between",2,0,1,22
"2007Lis165","2007Lis165_1a","2007Lis165_1a_24",3.5,5,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,17
"2007Lis165","2007Lis165_1a","2007Lis165_1a_19",3.5,2.5,0,5,0.420238096799169,0.635511325049263,"DG",,,"Between",1.5,0,2,11
